CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
,40.074484,1.0,423.37,423.37,0.0,0.0,1.0,0.8333325,0.0,0.0,0.0,12.0,7000.0,430.466572,187.954393,0.083333,12.0
,47.336863,0.909091,464.95,134.9,330.05,0.0,0.75,0.166667,0.416667,0.0,0.0,14.0,1000.0,424.138187,153.671805,0.3125,12.0
,41.642389,0.857143,75.99,75.99,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,1.0,2700.0,69.163384,99.401747,0.0,12.0
,3063.017462,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.166667,3.0,0.0,5500.0,757.537513,891.059927,0.0,12.0
,3345.311478,1.0,767.13,20.0,747.13,0.0,1.0,0.083333,1.0,0.0,0.0,43.5,3000.0,976.91687,1842.1386358423804,0.0,12.0
,1281.911087,1.0,2852.8100000000004,0.0,1198.14375,651.192848,1.0,0.0,0.909091,0.090909,4.0,11.0,1000.0,2757.343301,1842.1386358423804,0.0,12.0
,23.587067,1.0,837.48,0.0,837.48,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3500.0,775.895535,3.300026,0.166667,12.0
,780.382656,0.75,0.0,0.0,0.0,1372.812459,0.0,0.0,0.0,0.083333,3.0,0.0,1500.0,201.628458,429.816935,0.0,12.0
,2735.480264,0.75,100.0,0.0,100.0,2722.4781674999995,0.333333,0.0,0.25,0.5,10.0,4.0,9000.0,1129.128267,1362.581887,0.0,12.0
,1180.758966,1.0,1274.54,396.24,878.3,0.0,0.833333,0.8333325,0.416667,0.0,0.0,21.0,4500.0,1351.787519,285.440312,0.0,12.0
,1874.572121,1.0,0.0,0.0,0.0,1359.837109,0.0,0.0,0.0,0.51388875,10.0,0.0,2500.0,329.797397,507.068261,0.0,12.0
,108.766657,0.857143,750.19,750.19,0.0,0.0,0.714286,0.714286,0.0,0.0,0.0,7.0,2500.0,498.643829,95.901909,0.0,12.0
,770.636646,0.818182,0.0,0.0,0.0,1615.027379,0.0,0.0,0.0,0.25,4.0,0.0,1500.0,809.365677,257.156519,0.0,12.0
,0.25571,0.75,24.0,0.0,24.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,1500.0,9.533313,8.8426,0.0,12.0
,19.104261,0.75,322.77,0.0,322.77,0.0,0.583333,0.0,0.5,0.0,0.0,7.0,5300.0,409.550536,174.81905,0.3125,12.0
,1088.031913,1.0,2852.8100000000004,1518.6,1198.14375,0.0,1.0,0.8333325,1.0,0.0,0.0,43.5,8500.0,4145.830201000001,204.762568,0.083333,12.0
,117.205812,0.818182,215.0,215.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1750.0,86.403222,182.994424,0.0,12.0
,291.654079,1.0,1528.77,1518.6,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,9.0,9000.0,930.081668,122.43225,0.0,12.0
,1157.305572,1.0,0.0,0.0,0.0,1195.791823,0.0,0.0,0.0,0.166667,5.0,0.0,1200.0,328.141952,293.804549,0.0,12.0
,1517.559661,1.0,0.0,0.0,0.0,456.396077,0.0,0.0,0.0,0.166667,2.0,0.0,1950.0,473.175712,381.272303,0.0,12.0
,1241.565972,1.0,2852.8100000000004,1518.6,241.5,2722.4781674999995,0.833333,0.583333,0.5,0.333333,8.0,26.0,7000.0,4145.830201000001,407.886506,0.3125,12.0
,785.704401,1.0,1059.82,899.82,160.0,2083.277724,0.666667,0.416667,0.25,0.5,10.0,10.0,3600.0,2380.838508,242.76267,0.0,12.0
,257.564141,0.75,2852.8100000000004,1518.6,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,21.0,6000.0,3946.991516,358.523649,0.3125,12.0
,716.970968,1.0,378.35,0.0,378.35,801.879454,1.0,0.0,0.857143,0.428571,8.0,7.0,1000.0,211.734375,317.6652,0.0,12.0
,2490.340771,1.0,2197.28,1518.6,133.0,0.0,0.833333,0.75,0.333333,0.0,0.0,40.0,4200.0,775.676457,795.224277,0.0,12.0
,809.572784,1.0,691.66,691.66,0.0,992.321871,0.333333,0.333333,0.0,0.25,4.0,4.0,1500.0,1395.925667,263.711559,0.0,12.0
,365.005559,1.0,421.04,341.0,80.04,0.0,0.333333,0.083333,0.333333,0.0,0.0,6.0,4000.0,1386.413639,110.535797,0.0,12.0
,5.871712,0.75,20.9,20.9,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,1.0,500.0,58.644883,43.473717,0.0,12.0
,4710.195354125,1.0,1120.29,965.09,155.2,0.0,0.666667,0.583333,0.583333,0.0,0.0,19.0,6000.0,2013.621078,1842.1386358423804,0.0,12.0
,4436.557694,1.0,2852.8100000000004,1518.6,167.52,567.971877,1.0,0.583333,0.916667,0.083333,1.0,43.5,10500.0,1650.425296,1067.515656,0.0,12.0
,1413.006634,1.0,1678.69,1518.6,150.0,392.356874,0.5,0.166667,0.333333,0.083333,1.0,8.0,1800.0,2308.456562,510.627017,0.083333,12.0
,4.115287,0.75,60.0,0.0,60.0,0.0,0.333333,0.0,0.25,0.0,0.0,4.0,2500.0,109.888829,166.384674,0.0,12.0
,311.341555,0.909091,2852.8100000000004,1518.6,0.0,0.0,0.5,0.5,0.0,0.0,0.0,26.0,4000.0,4004.905569,156.580586,0.3125,12.0
,1173.662921,0.818182,0.0,0.0,0.0,1422.490362,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,238.582391,258.649795,0.0,12.0
,502.236778,1.0,603.46,328.68,274.78,0.0,0.583333,0.333333,0.416667,0.0,0.0,13.0,1200.0,233.768374,353.463494,0.0,12.0
,40.778677,1.0,100.98,100.98,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,400.0,227.659466,196.226103,0.0,12.0
,2731.663846,0.833333,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.333333,4.0,0.0,8000.0,574.931823,541.703109,0.0,12.0
,4059.211725,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.25,4.0,0.0,5000.0,3246.575307,866.693315,0.0,12.0
,3630.771485,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.51388875,10.0,0.0,9000.0,4145.830201000001,929.686078,0.090909,12.0
,670.177406,0.818182,2852.8100000000004,1518.6,0.0,0.0,0.25,0.25,0.0,0.0,0.0,5.0,9000.0,4145.830201000001,165.965951,0.0,12.0
,449.556041,0.75,143.0,143.0,0.0,1135.028534,0.083333,0.083333,0.0,0.25,4.0,2.0,5000.0,4145.830201000001,351.230553,0.0,12.0
,1155.692527,1.0,981.2,326.2,655.0,0.0,0.583333,0.166667,0.416667,0.0,0.0,12.0,1200.0,1279.911936,1176.743934,0.0,12.0
,410.021801,0.75,1438.76,1060.66,378.1,0.0,0.583333,0.5,0.333333,0.0,0.0,24.0,3000.0,424.595959,258.959313,0.0,12.0
,1194.651852,1.0,322.29,0.0,322.29,0.0,0.916667,0.0,0.833333,0.0,0.0,13.0,1200.0,482.355548,946.189043,0.0,12.0
,1390.563775,1.0,0.0,0.0,0.0,154.241717,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,506.958786,606.10374,0.0,12.0
,391.07025,1.0,2616.0,0.0,1198.14375,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,2186.334191,224.709953,0.083333,12.0
,871.499977,1.0,20.0,20.0,0.0,197.024597,0.083333,0.083333,0.0,0.333333,5.0,1.0,2000.0,278.265172,277.580245,0.0,12.0
,1322.64748,1.0,799.92,0.0,799.92,0.0,1.0,0.0,1.0,0.0,0.0,20.0,1000.0,469.485706,1842.1386358423804,0.0,12.0
,349.441102,1.0,1975.4,1393.5,581.9,0.0,0.666667,0.416667,0.333333,0.0,0.0,17.0,4000.0,1795.012223,167.219681,0.0,12.0
,107.600851,1.0,1461.15,1034.03,427.12,0.0,1.0,0.8333325,0.916667,0.0,0.0,33.0,7500.0,1334.893122,193.531249,0.3125,12.0
,4710.195354125,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.166667,6.0,0.0,7000.0,4145.830201000001,1842.1386358423804,0.0,12.0
,51.65143,0.75,398.98,0.0,398.98,0.0,0.5,0.0,0.333333,0.0,0.0,6.0,2500.0,452.347581,264.697366,0.3125,12.0
,2002.429291,1.0,2852.8100000000004,1518.6,1198.14375,0.0,1.0,0.666667,1.0,0.0,0.0,43.5,6000.0,1619.62737,537.587864,0.0,12.0
,72.575706,0.75,0.0,0.0,0.0,907.958603,0.0,0.0,0.0,0.083333,2.0,0.0,1000.0,2988.425347,42.653262,0.0,12.0
,1654.369427,1.0,736.24,480.0,256.24,0.0,1.0,0.166667,0.916667,0.0,0.0,20.0,7000.0,2267.012612,518.201767,0.083333,12.0
,717.764625,1.0,2852.8100000000004,1518.6,0.0,0.0,1.0,0.8333325,0.0,0.0,0.0,43.5,4000.0,2370.592652,202.790825,0.0,12.0
,54.567517,1.0,0.0,0.0,0.0,207.390596,0.0,0.0,0.0,0.166667,4.0,0.0,3000.0,276.975673,161.150923,0.25,12.0
,3007.093879,1.0,0.0,0.0,0.0,2374.346946,0.0,0.0,0.0,0.51388875,10.0,0.0,3500.0,878.602529,734.58611,0.0,12.0
,772.647723,0.875,0.0,0.0,0.0,970.37112,0.0,0.0,0.0,0.125,1.0,0.0,2500.0,125.862157,209.002905,0.0,12.0
,4217.472407,1.0,2852.8100000000004,1518.6,0.0,0.0,0.5,0.5,0.0,0.0,0.0,11.0,6700.0,2773.245445,1842.1386358423804,0.0,12.0
,601.92037,1.0,983.77,603.77,380.0,0.0,0.666667,0.416667,0.25,0.0,0.0,15.0,2400.0,389.411161,219.465695,0.0,12.0
,632.679411,1.0,1363.79,800.0,563.79,0.0,0.75,0.083333,0.666667,0.0,0.0,16.0,6000.0,2432.980638,219.177144,0.0,12.0
,68.039722,0.75,734.11,734.11,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,6.0,5000.0,1537.307484,102.554198,0.3125,12.0
,11.673388,0.75,76.0,76.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,447.312571,84.678373,0.0,12.0
,37.911473,0.818182,254.0,84.0,170.0,0.0,0.666667,0.166667,0.5,0.0,0.0,12.0,3000.0,248.076679,185.502626,0.3125,12.0
,104.693836,1.0,783.24,0.0,783.24,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2700.0,734.364933,201.315774,0.3125,12.0
,1.097736,0.75,343.82,0.0,343.82,169.355104,0.833333,0.0,0.833333,0.083333,1.0,10.0,4000.0,169.895641,9.801394,0.0,12.0
,0.892901,0.75,492.0,0.0,492.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,7500.0,450.655804,19.582178,0.0,12.0
,0.979061,0.75,0.0,0.0,0.0,329.93065,0.0,0.0,0.0,0.083333,1.0,0.0,500.0,1316.748413,1.721007,0.3125,12.0
,420.348086,1.0,2852.8100000000004,833.24,1198.14375,0.0,1.0,0.166667,1.0,0.0,0.0,22.0,1500.0,3100.021072,202.854078,0.3125,12.0
,41.049799,0.75,413.31,133.31,280.0,0.0,0.583333,0.083333,0.416667,0.0,0.0,8.0,6000.0,475.939508,106.476161,0.3125,12.0
,11.748193,0.75,80.75,80.75,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,0.0,840.0211626869522,0.0,12.0
,3881.679582,1.0,15.92,15.92,0.0,2183.782456,0.083333,0.083333,0.0,0.333333,9.0,1.0,5500.0,1032.183632,1129.747227,0.0,12.0
,233.376877,1.0,1178.12,901.5,276.62,0.0,1.0,0.25,1.0,0.0,0.0,28.0,6000.0,1098.390459,177.323148,0.0,12.0
,112.973151,1.0,0.0,0.0,0.0,152.483846,0.0,0.0,0.0,0.083333,1.0,0.0,6000.0,552.938783,207.920808,0.0,12.0
,322.411152,1.0,1506.92,813.02,693.9,0.0,1.0,0.8333325,0.583333,0.0,0.0,33.0,2500.0,1567.278435,167.076537,0.0,12.0
,846.091011,1.0,2599.2,1212.28,1198.14375,0.0,0.916667,0.333333,0.916667,0.0,0.0,19.0,3000.0,1900.699307,195.516066,0.0,12.0
,227.781773,1.0,1497.82,690.57,807.25,0.0,1.0,0.333333,0.833333,0.0,0.0,31.0,3500.0,342.79543,183.964777,0.090909,12.0
,3.005343,0.75,0.0,0.0,0.0,265.334594,0.0,0.0,0.0,0.111111,1.0,0.0,1200.0,1233.178997,1.334075,0.0,12.0
,637.379659,1.0,37.62,0.0,37.62,0.0,0.25,0.0,0.25,0.0,0.0,3.0,1500.0,1691.81869,1842.1386358423804,0.083333,12.0
,27.585915,0.75,0.0,0.0,0.0,1209.369868,0.0,0.0,0.0,0.083333,1.0,0.0,11000.0,4145.830201000001,46.573054,0.0,12.0
,1647.932117,1.0,0.0,0.0,0.0,93.690441,0.0,0.0,0.0,0.333333,4.0,0.0,1800.0,390.2023,717.310059,0.0,12.0
,2130.050015,1.0,1044.2,835.96,208.24,0.0,1.0,0.7,0.7,0.0,0.0,26.0,6000.0,597.906134,422.543556,0.0,12.0
,5.270593,0.75,69.57,69.57,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,4000.0,411.825987,83.449559,0.0,12.0
,251.273637,0.75,1861.74,1518.6,0.0,0.0,0.25,0.25,0.0,0.0,0.0,31.0,3000.0,195.73661,273.119363,0.0,12.0
,1441.993476,0.909091,0.0,0.0,0.0,2464.684708,0.0,0.0,0.0,0.333333,5.0,0.0,3000.0,3206.577257,481.175275,0.0,12.0
,95.517105,0.818182,1305.72,0.0,1198.14375,0.0,0.75,0.0,0.666667,0.0,0.0,9.0,1700.0,1127.40911,77.116725,0.2,12.0
,17.141376,0.818182,182.1,33.6,148.5,113.918826,0.25,0.083333,0.083333,0.083333,1.0,4.0,6000.0,255.074373,93.628909,0.2,12.0
,1670.918981,1.0,1543.83,1406.33,137.5,899.326582,1.0,0.8333325,0.25,0.083333,2.0,32.0,7000.0,757.409319,370.39189,0.0,12.0
,462.918623,1.0,2852.8100000000004,626.85,1198.14375,0.0,1.0,0.416667,1.0,0.0,0.0,43.5,3000.0,3581.048471,174.461435,0.166667,12.0
,810.089776,0.909091,1428.89,1428.89,0.0,0.0,0.181818,0.181818,0.0,0.0,0.0,11.0,2500.0,1576.842421,395.761881,0.0,12.0
,1029.713408,0.909091,1141.21,110.0,1031.21,1812.095991,0.833333,0.083333,0.75,0.333333,5.0,36.0,3000.0,420.99268,443.644764,0.111111,12.0
,2030.838228,1.0,2852.8100000000004,1518.6,1198.14375,0.0,1.0,0.583333,1.0,0.0,0.0,43.5,6000.0,1872.134044,438.77119,0.0,12.0
,2872.838687,1.0,555.0,0.0,555.0,0.0,0.666667,0.0,0.583333,0.0,0.0,12.0,3000.0,1397.027257,1680.543762,0.0,12.0
,1973.025342,1.0,0.0,0.0,0.0,2009.582123,0.0,0.0,0.0,0.51388875,6.0,0.0,2000.0,325.367575,476.302544,0.0,12.0
,1467.162166,1.0,1313.26,0.0,1198.14375,0.0,1.0,0.0,1.0,0.0,0.0,28.0,11500.0,1129.248446,429.760387,0.0,12.0
,27.254213,0.75,316.3,316.3,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2500.0,312.771691,57.214333,0.1,12.0
,95.645669,0.75,566.43,463.8,102.63,0.0,0.166667,0.166667,0.083333,0.0,0.0,3.0,9000.0,73.895095,199.884984,0.0,12.0
,1199.490675,1.0,2093.55,1518.6,366.47,0.0,1.0,0.8333325,0.333333,0.0,0.0,35.0,4000.0,2833.409817,344.952165,0.083333,12.0
,1838.159648,1.0,0.0,0.0,0.0,713.245337,0.0,0.0,0.0,0.166667,9.0,0.0,3500.0,2958.852784,835.751337,0.0,12.0
,1176.753991,1.0,0.0,0.0,0.0,1817.167913,0.0,0.0,0.0,0.333333,6.0,0.0,2000.0,768.296414,318.681676,0.0,12.0
,4710.195354125,1.0,107.33,107.33,0.0,2722.4781674999995,0.083333,0.083333,0.0,0.333333,7.0,1.0,8500.0,1891.304756,1829.724497,0.0,12.0
,102.751154,1.0,1063.69,0.0,1063.69,0.0,1.0,0.0,1.0,0.0,0.0,29.0,7000.0,1928.089519,164.687639,0.3125,12.0
,2837.112414,1.0,0.0,0.0,0.0,99.965503,0.0,0.0,0.0,0.083333,1.0,0.0,8000.0,660.781751,803.189729,0.0,12.0
,62.986919,1.0,693.43,62.0,631.43,0.0,1.0,0.083333,0.916667,0.0,0.0,15.0,8500.0,593.0196,152.069656,0.3125,12.0
,2386.932058,1.0,861.79,181.81,679.98,457.699229,0.333333,0.166667,0.166667,0.083333,1.0,7.0,6000.0,4145.830201000001,634.388953,0.083333,12.0
,3267.962664,1.0,1910.51,0.0,1198.14375,0.0,1.0,0.0,1.0,0.0,0.0,43.5,3000.0,2553.372888,1842.1386358423804,0.0,12.0
,411.894578,1.0,2852.8100000000004,1518.6,241.51,0.0,0.916667,0.8333325,0.5,0.0,0.0,22.0,4000.0,2520.35969,185.983855,0.3125,12.0
,1669.488962,1.0,0.0,0.0,0.0,254.011804,0.0,0.0,0.0,0.166667,4.0,0.0,1800.0,571.589438,494.062935,0.0,12.0
,1541.047251,1.0,100.0,0.0,100.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,7000.0,325.179537,329.548006,0.0,12.0
,1327.653853,1.0,20.9,20.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1500.0,287.690115,483.2481,0.0,12.0
,1129.284728,1.0,1211.42,0.0,1198.14375,0.0,1.0,0.0,1.0,0.0,0.0,42.0,4000.0,3390.831252,341.402204,0.3125,12.0
,291.598301,0.75,0.0,0.0,0.0,1118.361104,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,1174.005094,85.227184,0.083333,12.0
,82.902896,0.75,430.43,0.0,430.43,0.0,0.5,0.0,0.416667,0.0,0.0,10.0,2500.0,315.075002,87.824996,0.083333,12.0
,4710.195354125,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.51388875,10.0,0.0,8000.0,1241.538024,1439.230899,0.0,12.0
,281.469522,1.0,2500.03,1518.6,329.77,0.0,0.916667,0.8333325,0.416667,0.0,0.0,25.0,12000.0,2463.043567,199.936768,0.3125,12.0
,267.253822,1.0,2326.71,1333.71,993.0,457.383814,1.0,0.75,0.916667,0.083333,2.0,27.0,12750.0,2803.060431,169.41646,0.3125,12.0
,2709.099711,1.0,354.92,354.92,0.0,340.821615,0.25,0.25,0.0,0.416667,6.0,3.0,8500.0,997.929231,642.622594,0.0,12.0
,18.885677,0.75,57.0,57.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,1.0,1500.0,0.0,840.0211626869522,0.0,12.0
,11.332157,0.75,136.08,136.08,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1200.0,257.582031,111.278576,0.3125,12.0
,2734.66412,1.0,560.73,560.73,0.0,0.0,0.916667,0.8333325,0.0,0.0,0.0,11.0,7500.0,717.798364,670.049653,0.0,12.0
,2282.814895,1.0,1522.72,1059.38,463.34,1905.919704,1.0,0.8333325,1.0,0.25,3.0,38.0,9500.0,4145.830201000001,613.846694,0.0,12.0
